Name,Net_Worth_USD,Height_cm,Status,Source_of_Wealth
Ronald Jimenez IV,956998,193.17,Living,Oil & Gas
Nicholas Edwards,955401,161.2,Living,Mining
Jack Elliott,951757,185.75,Living,Telecommunications
Brian Henderson,950997,202.07,Living,Luxury
Bruce Jimenez,950727,179.96,Deceased,Manufacturing
Zachary Berry,948383,172.58,Living,Media
Jonathan Wells,946419,192.47,Living,Energy
Nathan Dunn,945164,164.47,Living,Construction
Bobby Cruz,945014,163.47,Deceased,Luxury
Jonathan Simmons,944811,160.23,Living,Transportation
Dennis Watson,940536,156.5,Living,Automotive
Juan Gray,940370,155.03,Deceased,Manufacturing
Gary Alexander,939651,169.74,Deceased,Construction
Dylan Price,938271,191.22,Deceased,Pharmaceuticals
Edward Woods,937838,176.99,Living,Transportation
Matthew Rogers,936205,178.47,Living,Retail
Billy Willis,936153,188.77,Living,Aerospace
Joe Snyder,935469,170.93,Living,Luxury
Bradley Hicks,935334,154.68,Deceased,Investment
Kenneth Burns,934303,173.56,Living,Luxury
Louis V. Taylor,933455,201.7,Living,Finance
Jack Lawson,931412,184.22,Deceased,Automotive
Adam Kelly,928990,159.17,Living,Energy
Matthew Mills,928594,173.11,Living,Transportation
Samuel Watkins,928236,163.25,Living,Sports
Douglas Cook,926492,181.33,Deceased,Aerospace
Eugene Mills,926403,183.96,Deceased,Entertainment
Philip Fisher,921026,185.6,Living,Sports
Gerald Allen,919777,163.18,Living,Finance
Vincent Simpson,917142,197.01,Living,Investment
Edward Ramirez,914288,175.27,Deceased,Construction
Jack X. Cook,913121,170.67,Deceased,Manufacturing
Kyle Myers,912988,154.82,Living,Energy
Wayne Castillo,912561,187.29,Living,Finance
Jesse Simpson,908530,204.35,Living,Pharmaceuticals
Scott Barnes,906840,173.13,Deceased,Food & Beverage
Jesse Johnson Jr.,906778,192.89,Deceased,Insurance
Gabriel Spencer,903954,179.4,Living,Finance
Timothy Murphy,903837,173.08,Deceased,Fashion
Joshua Gray,902608,197.07,Living,Transportation
Donald Sims,898984,207.45,Living,Transportation
Zachary Thomas,898179,193.69,Deceased,Transportation
Christian Torres,895787,151.22,Living,Real Estate
Bobby Marshall,894884,168.05,Living,Transportation
Adam Wells,892171,199.73,Living,Healthcare
Roger Morris,888950,203.5,Living,Luxury
Edward Coleman,887010,204.64,Living,Pharmaceuticals
Noah Diaz,885006,188.15,Living,Investment
Joe Jackson,881726,189.58,Deceased,Investment
John Spencer,879719,170.09,Deceased,Construction
Alan Allen,879686,170.57,Living,Insurance
Gabriel Gomez II,879227,159.87,Deceased,Construction
Justin Moore,878148,206.38,Deceased,Sports
Zachary Peters,872985,204.57,Deceased,Finance
Robert Wood,872777,170.12,Living,Transportation
Albert Hawkins,871551,165.89,Living,Agriculture
Jason Green Sr.,866165,170.98,Living,Construction
Charles Hill III,866119,201.62,Deceased,Luxury
David Kennedy,863071,177.27,Deceased,Manufacturing
Vincent Powell,861540,165.93,Deceased,Sports
Ralph Jackson,861463,165.61,Living,Entertainment
Bruce Rice,860147,178.75,Deceased,Healthcare
Austin J. Rivera,859285,165.16,Deceased,Energy
Bryan Woods,859204,182.35,Deceased,Luxury
Kyle Wells II,857493,203.96,Deceased,Healthcare
Daniel Walker II,857441,178.32,Living,Banking
Justin Fisher,857337,183.46,Deceased,Fashion
Scott Payne,856303,189.07,Living,Media
Dylan Anderson,854345,169.77,Living,Finance
Dylan Fox,854207,204.89,Deceased,Automotive
Roger Russell,853855,198.15,Deceased,Agriculture
Alan Collins,853687,187.96,Deceased,Technology
Gregory Romero,853073,188.76,Deceased,Food & Beverage
Stephen Tucker,852558,187.17,Deceased,Agriculture
Gabriel Stone,850111,199.05,Living,Pharmaceuticals
Joe Franklin,850075,156.9,Deceased,Manufacturing
Juan Sanchez,849919,203.89,Deceased,Manufacturing
Alexander Austin Sr.,847573,203.05,Deceased,Luxury
Henry Coleman,846334,171.41,Deceased,Energy
Steven Bennett,846077,206.46,Deceased,Insurance
Justin Evans,844621,204.75,Living,Transportation
Donald Turner,842998,169.71,Living,Manufacturing
Mark Nguyen,841288,184.63,Deceased,Transportation
Jacob M. Young,839465,164.92,Deceased,Transportation
Carl Morgan,839435,185.15,Living,Luxury
Noah Boyd,839259,199.28,Deceased,Investment
Bruce Ray,839136,154.82,Deceased,Real Estate
Stephen Brooks,835344,177.65,Living,Banking
Adam Cooper,830443,209.29,Deceased,Technology
Jonathan Rogers,828863,183.4,Deceased,Technology
Austin Fisher,827910,192.3,Living,Media
Adam Alexander,827020,166.83,Deceased,Entertainment
Keith Edwards III,823824,196.12,Deceased,Luxury
William Carpenter,822015,155.69,Deceased,Luxury
Lawrence Kim,820463,189.49,Deceased,Retail
Jerry Reyes,820310,165.69,Living,Food & Beverage
Roger Morris,817981,157.67,Living,Oil & Gas
Johnny Lane,817628,158.89,Living,Construction
Philip O. Willis,813577,185.08,Deceased,Insurance
Daniel Harrison,812880,189.4,Deceased,Telecommunications
Gregory Perez,810940,185.66,Deceased,Entertainment
Jerry Ortiz,810628,204.46,Living,Aerospace
Peter R. Matthews,810509,167.29,Deceased,Sports
Daniel Watkins,809905,153.16,Deceased,Retail
Jesse Hunt,806664,177.07,Deceased,Construction
Roy Hawkins,804935,166.49,Living,Sports
Randy Daniels,803329,183.44,Living,Retail
Jacob Jimenez III,800011,204.48,Living,Transportation
Carl Ray,799845,187.31,Deceased,Transportation
Bradley Perez,799361,186.91,Deceased,Construction
Jerry Wood,797885,170.01,Deceased,Finance
Christian Wood,796510,177.29,Deceased,Transportation
Ralph Parker,796504,190.02,Deceased,Retail
Patrick Reed,796490,200.97,Deceased,Aerospace
Carl O. Long,796228,163.6,Living,Transportation
David Castillo,795903,151.94,Living,Sports
Gerald Black,795889,164.62,Living,Entertainment
Victor Stephens,793548,209.31,Deceased,Transportation
Jason F. Hernandez,792205,154.98,Living,Pharmaceuticals
James Evans Sr.,792137,175.27,Living,Healthcare
Bobby Z. Kim,791722,170.69,Deceased,Insurance
Douglas Hughes,787441,176.93,Living,Luxury
Alan Franklin,785644,205.97,Deceased,Fashion
Ronald Torres,785443,166.98,Deceased,Luxury
Randy Alvarez,783392,188.69,Deceased,Food & Beverage
Donald Rivera,782921,185.84,Living,Entertainment
Bruce Elliott,782581,163.59,Living,Energy
Bruce Foster,780558,209.2,Deceased,Retail
Joshua Lawrence,776772,203.71,Living,Fashion
Peter Ramos,776324,181.64,Living,Agriculture
Scott Austin,776213,177.94,Living,Food & Beverage
Steven H. Ortiz IV,775254,181.87,Deceased,Luxury
James Mendoza,770545,159.24,Deceased,Energy
Joe Price,770446,198.03,Deceased,Media
Jack Ellis,769779,195.93,Deceased,Mining
Gregory Gardner,769397,181.55,Living,Food & Beverage
Jeffrey Reyes,769325,152.84,Deceased,Real Estate
Edward Alexander,768827,157.56,Deceased,Mining
Gerald Barnes,764939,196.88,Living,Food & Beverage
Jeffrey Romero,764789,193.11,Living,Telecommunications
Noah Kim,764062,202.08,Deceased,Investment
Gerald Tucker,763985,195.07,Deceased,Banking
John Rose,761270,174.05,Deceased,Banking
Austin Franklin,757580,204.77,Living,Transportation
Jacob Nelson,754763,167.43,Deceased,Aerospace
Donald King,752588,208.38,Deceased,Food & Beverage
Anthony Martinez,752186,189.6,Deceased,Technology
Thomas Gray,750507,165.41,Deceased,Manufacturing
Christian Stone,750175,202.26,Deceased,Oil & Gas
Wayne Hunt,748566,188.08,Deceased,Oil & Gas
Anthony Shaw,747920,201.02,Deceased,Food & Beverage
Jacob Long,745646,173.0,Living,Entertainment
Gabriel Olson,744647,157.36,Deceased,Luxury
Lawrence Thompson,741585,202.47,Deceased,Food & Beverage
Brian Harris,739260,182.96,Deceased,Luxury
Matthew Gibson,738972,159.17,Deceased,Transportation
Roger Wright,737153,197.49,Living,Real Estate
Robert Simpson,736642,150.26,Deceased,Retail
Dennis Willis,736615,158.45,Deceased,Entertainment
Alexander Ellis,736234,197.73,Living,Luxury
Mason Richardson,735859,174.93,Deceased,Mining
Austin Castillo,735720,178.0,Deceased,Transportation
Eugene Morris,735131,208.39,Deceased,Automotive
Eric Peters,734616,189.01,Deceased,Construction
Peter X. Rogers,733533,160.11,Deceased,Manufacturing
Kevin N. Sanders,732535,172.57,Living,Transportation
Sean E. Mendoza,732465,171.9,Living,Investment
Noah Harper,732408,191.49,Deceased,Manufacturing
Jeffrey Ross,730722,171.23,Deceased,Transportation
Charles Bell,730042,169.31,Living,Insurance
Edward Moore,729320,150.86,Deceased,Real Estate
Jesse Watkins,727509,157.32,Deceased,Oil & Gas
Joe Murray,726734,198.82,Living,Insurance
Arthur Wallace,725306,185.17,Deceased,Energy
Robert Hart,722843,203.46,Deceased,Banking
Bradley Harper,722834,193.81,Deceased,Pharmaceuticals
Alexander Bennett,721352,151.22,Deceased,Luxury
Alan Simmons II,720877,155.0,Living,Fashion
Johnny Bailey,719139,177.77,Deceased,Mining
Jordan Black,712891,197.28,Living,Telecommunications
Louis Garcia,712750,170.82,Living,Media
John Foster,710952,163.12,Living,Real Estate
Justin Johnson,709992,198.12,Living,Food & Beverage
Timothy Rice,709711,158.74,Living,Retail
Gerald I. Weaver,707118,194.47,Deceased,Food & Beverage
Charles Berry,706154,198.62,Living,Pharmaceuticals
Ethan Rogers,705834,174.65,Deceased,Real Estate
Brandon Henry,705393,203.76,Living,Technology
Thomas Ruiz,704176,154.68,Deceased,Insurance
Nicholas Dixon,702554,153.67,Living,Sports
Alan Robertson,700718,171.69,Living,Finance
Jerry Tucker,699890,171.78,Deceased,Banking
David Wallace,699517,185.7,Living,Transportation
Lawrence Richardson,698300,188.28,Deceased,Manufacturing
Carl Gutierrez,697447,195.66,Living,Sports
Michael Moore,693817,185.24,Living,Investment
Carl Gonzalez,693137,176.67,Living,Fashion
Albert Diaz,692357,195.93,Living,Fashion
Carl Gonzales,687167,171.79,Deceased,Real Estate
Ralph Palmer,686410,173.87,Deceased,Real Estate
Billy Graham,685987,190.92,Deceased,Entertainment
Ronald Henry Jr.,685956,165.41,Living,Real Estate
Jeremy Lawrence,685474,200.59,Deceased,Media
Jeremy Kennedy,683105,159.05,Living,Automotive
Victor H. Wells III,682945,205.12,Deceased,Food & Beverage
Andrew Cunningham,682916,199.02,Living,Telecommunications
Zachary Y. Myers,680910,167.2,Living,Luxury
Henry L. Henry,680748,196.07,Deceased,Technology
Eugene Robinson,680074,186.72,Living,Healthcare
Jeffrey A. Rivera,679381,186.07,Living,Entertainment
Gabriel Andrews,676981,185.49,Deceased,Food & Beverage
Willie Webb,676763,151.27,Deceased,Automotive
Jason Martinez,676071,167.11,Living,Luxury
Joshua K. Hawkins,675747,157.31,Living,Fashion
Carl Bennett,674878,196.67,Living,Oil & Gas
Randy Hicks II,674369,185.06,Living,Entertainment
Bryan Taylor,673335,205.56,Deceased,Investment
Aaron Mitchell,672257,163.38,Deceased,Healthcare
Bradley Snyder,671252,202.17,Deceased,Healthcare
Keith Kelley III,669750,179.09,Living,Healthcare
Henry Gomez IV,668291,195.34,Living,Mining
Adam Coleman,668209,184.54,Living,Aerospace
Jesse Jimenez,665981,176.78,Living,Automotive
William Tucker,664656,158.28,Living,Mining
Victor Barnes,662833,197.76,Deceased,Technology
William Stevens,660303,196.85,Deceased,Sports
Joshua Perry,660089,168.06,Living,Energy
Charles Lawson,659178,174.94,Living,Luxury
Aaron Wood,658650,153.09,Deceased,Automotive
Lawrence Wells,658500,176.12,Living,Pharmaceuticals
Bruce Ruiz,657027,192.29,Deceased,Automotive
Ralph Ramos,656791,208.13,Living,Media
Nicholas Thompson,656183,209.07,Deceased,Oil & Gas
Timothy Roberts,654919,200.73,Living,Insurance
Keith Ortiz,652752,181.12,Deceased,Luxury
Jeremy S. Davis,651342,158.44,Living,Manufacturing
Jordan Ruiz,650989,179.7,Living,Entertainment
Kevin Wood,649178,161.9,Deceased,Healthcare
Ethan Butler,646020,181.66,Living,Construction
Jeffrey Mason,645822,173.64,Deceased,Banking
Jordan X. Gibson,645466,181.13,Living,Sports
Lawrence Ruiz,645245,181.12,Deceased,Media
Walter Hicks,644522,170.47,Living,Construction
Thomas Romero,643583,167.85,Deceased,Construction
David L. Ferguson,643391,173.94,Living,Media
Harold Romero,642528,191.8,Living,Pharmaceuticals
Thomas Rivera,642353,162.34,Deceased,Food & Beverage
Scott Simmons,641290,184.17,Deceased,Luxury
Zachary Berry,640326,176.78,Living,Real Estate
Austin Williams,638613,185.23,Deceased,Finance
James Campbell,636004,176.97,Deceased,Investment
Aaron Wallace,634600,197.45,Living,Energy
Donald Harris,631902,192.28,Living,Banking
Martin P. Owens,631509,155.59,Deceased,Telecommunications
Alan Patel,631194,189.53,Living,Agriculture
John Stevens,631085,163.3,Living,Investment
Juan Ross,630184,178.13,Living,Insurance
Jeremy Jordan,629934,157.71,Deceased,Pharmaceuticals
Eugene Webb,628311,197.72,Living,Fashion
Jeffrey Mason,627857,166.93,Deceased,Food & Beverage
Martin Jordan,626400,167.16,Deceased,Aerospace
Ethan V. Anderson,626378,189.53,Deceased,Media
Martin Sullivan,626365,191.34,Living,Retail
Jerry Gardner,624551,159.54,Deceased,Insurance
Austin Harper,624315,158.61,Deceased,Telecommunications
Randy Owens,623693,192.63,Deceased,Media
Bradley J. Shaw,622064,151.63,Deceased,Mining
Jose Wilson,621491,179.09,Living,Healthcare
Andrew Gomez,620874,165.72,Living,Investment
Gabriel White,619558,193.9,Living,Energy
Thomas Alexander,619442,188.3,Living,Fashion
Bryan Green,619353,200.5,Deceased,Automotive
John Coleman,619154,173.11,Living,Oil & Gas
Alexander Reynolds,618538,178.14,Living,Media
Gabriel Torres,618342,201.8,Deceased,Food & Beverage
Noah Ortiz Sr.,615972,193.56,Deceased,Oil & Gas
Roy Graham,613658,153.76,Deceased,Fashion
Charles Watkins,613011,169.33,Living,Mining
Andrew D. Gonzalez,612497,183.79,Living,Construction
Alexander Owens,612412,196.83,Living,Sports
Roger Fisher,612087,163.27,Deceased,Fashion
Harold Knight,611836,157.44,Living,Retail
Edward Murphy,611606,208.19,Living,Investment
Keith Elliott,611521,150.6,Living,Finance
Dylan Morris,610264,183.05,Deceased,Automotive
Samuel Collins,608207,199.32,Living,Manufacturing
Steven Rogers,607522,207.64,Deceased,Construction
Zachary Smith III,607247,151.6,Deceased,Insurance
Christian Warren,606260,193.21,Deceased,Construction
Adam Murphy,606108,160.7,Living,Fashion
Johnny Holmes,605951,177.4,Living,Fashion
Douglas Alexander,605666,172.61,Living,Manufacturing
Wayne Daniels,605426,194.11,Deceased,Transportation
Jonathan Rodriguez,603193,166.0,Living,Construction
Richard Riley,602971,165.09,Deceased,Sports
Kevin Moore,601963,172.73,Living,Oil & Gas
Joe Diaz,599540,197.21,Living,Telecommunications
Juan Stephens,597192,156.05,Living,Technology
Austin Cooper,595521,174.34,Living,Aerospace
Nathan Chavez,595291,154.78,Deceased,Media
Willie Peterson,594291,168.38,Deceased,Media
Jacob Cook IV,594103,188.81,Living,Aerospace
Jonathan X. Cook,593972,184.81,Living,Investment
Vincent Bell,591736,167.78,Living,Retail
Andrew Wagner,591713,196.37,Deceased,Entertainment
Jose Rivera,590662,192.15,Living,Energy
Aaron L. Turner,589614,187.64,Living,Luxury
Lawrence Mendoza,589211,179.96,Living,Transportation
Billy Ramos,588121,155.5,Deceased,Technology
Philip Ramos,587920,173.61,Deceased,Construction
Martin Mitchell,587674,160.16,Living,Healthcare
Willie Alexander,586790,184.1,Deceased,Manufacturing
Jason Wagner,586088,208.1,Living,Mining
Mark Diaz,585859,186.95,Living,Transportation
Alexander Elliott,585739,197.22,Deceased,Luxury
Matthew Sims IV,584797,204.07,Deceased,Real Estate
Gregory Richardson,584291,209.13,Deceased,Retail
Brian R. Mendoza,584161,186.23,Living,Luxury
Jason Long,583896,168.27,Living,Investment
Nicholas Simmons,583499,171.1,Deceased,Oil & Gas
Mason McDonald,583448,203.47,Deceased,Insurance
Eugene Scott,583198,208.08,Deceased,Agriculture
Albert Lopez,581952,161.29,Living,Real Estate
Bryan A. Ellis,581740,187.17,Living,Telecommunications
Austin Black,581589,204.01,Living,Insurance
Christian Perkins,581026,169.48,Living,Technology
Nicholas Butler,580762,167.36,Deceased,Retail
Anthony Robinson,580462,160.91,Living,Manufacturing
Carl Fisher,580254,157.81,Living,Real Estate
Andrew Collins,579849,201.76,Deceased,Manufacturing
Jason Rogers,577923,192.92,Deceased,Telecommunications
Jeffrey Price,577813,196.25,Living,Oil & Gas
Alexander Reyes,576948,161.2,Deceased,Finance
Scott Price,575845,187.77,Living,Food & Beverage
Alan Phillips,573583,167.69,Living,Sports
Ryan Kelley,572252,188.81,Living,Energy
Eric Rice,570037,164.03,Living,Healthcare
Justin F. Jones IV,569472,189.41,Living,Entertainment
Henry Ramos Jr.,568994,159.21,Deceased,Transportation
Benjamin Boyd,568693,179.97,Living,Energy
Tyler Campbell,568539,159.12,Living,Oil & Gas
Aaron P. Wagner,568111,159.07,Living,Banking
Gary Gonzalez,567699,152.87,Living,Investment
Gabriel Russell,565431,168.25,Deceased,Technology
Roger Berry,564793,190.25,Deceased,Finance
Matthew Hicks,563561,209.27,Living,Automotive
Andrew V. Wood,562989,207.42,Living,Agriculture
Tyler B. Vasquez,562917,187.09,Living,Technology
Paul Scott,562113,205.08,Deceased,Construction
Juan Long,561167,175.95,Deceased,Mining
David W. Jenkins,560612,199.72,Deceased,Construction
Tyler Romero,560100,185.65,Deceased,Agriculture
Vincent Moore,557981,179.08,Deceased,Luxury
Roger Ray,557325,170.1,Living,Aerospace
Alan Alexander,556800,177.97,Living,Technology
Alexander Adams,554036,182.43,Living,Telecommunications
Benjamin Bell,553364,185.74,Living,Fashion
Ronald Sims,553133,162.53,Deceased,Agriculture
Kevin Young,552372,193.07,Deceased,Luxury
Walter Ramos,552201,158.64,Deceased,Energy
Alexander Patel,551989,165.44,Living,Agriculture
Carl Hawkins,550007,165.01,Deceased,Transportation
Justin Hamilton,549468,181.78,Living,Transportation
Charles Carroll,548905,182.56,Deceased,Construction
Randy Stephens,548296,161.71,Deceased,Pharmaceuticals
Willie O. Stephens,547521,196.72,Living,Entertainment
Louis Gonzalez,545936,171.98,Living,Energy
Nathan L. Thomas,545206,165.34,Living,Investment
Mason Dunn,545087,161.93,Living,Telecommunications
Timothy Perez,544810,177.33,Deceased,Aerospace
Matthew Simmons,544746,207.74,Deceased,Technology
Timothy Harper,543642,174.35,Living,Investment
Charles Chavez,541687,164.48,Living,Media
Joshua Turner,540831,164.93,Living,Telecommunications
Anthony Nichols,540335,201.48,Deceased,Sports
Douglas Hill,540239,190.45,Living,Sports
Noah Wells,540173,202.27,Living,Entertainment
Matthew Bell,540074,202.9,Living,Investment
Paul Black,539442,159.82,Living,Pharmaceuticals
Lawrence Payne,538926,193.95,Deceased,Retail
Kenneth Castillo,538652,154.4,Deceased,Agriculture
Jesse Thomas,537401,175.31,Deceased,Pharmaceuticals
Joshua Lawrence,537271,199.7,Living,Construction
Charles Fox,536177,182.46,Deceased,Sports
Alexander C. Sanchez,535048,184.72,Living,Manufacturing
Louis Ferguson,535034,158.99,Living,Healthcare
Jerry Alexander,533795,183.54,Living,Energy
Kevin Mills,533778,176.51,Deceased,Finance
Kenneth Pierce,532076,154.82,Deceased,Banking
Michael V. Cruz,532040,203.88,Living,Retail
Anthony Bell,531776,199.23,Living,Banking
Paul Gonzales III,531142,151.75,Living,Manufacturing
Walter Myers,529923,208.72,Deceased,Energy
Alexander Holmes,529641,208.02,Living,Insurance
Jordan Spencer III,529131,191.1,Living,Technology
Austin Young,526914,198.83,Deceased,Retail
Alexander Greene,526502,189.94,Living,Entertainment
Kenneth Flores,526366,181.71,Living,Food & Beverage
Andrew C. Foster,526068,200.25,Deceased,Healthcare
Peter Rogers,525360,180.9,Living,Construction
Roy Martinez,523999,197.46,Living,Sports
Billy Davis,523867,162.68,Deceased,Technology
Bruce Stewart II,523665,203.9,Living,Automotive
Charles Lewis,523223,176.22,Living,Real Estate
Nicholas Smith,522862,169.11,Deceased,Luxury
Robert Gardner,522718,175.8,Living,Telecommunications
Kyle Campbell,522418,168.69,Deceased,Entertainment
Ronald Thomas,521681,192.99,Deceased,Energy
Dennis Barnes,521286,190.35,Deceased,Fashion
Stephen Kelly,521051,151.96,Living,Oil & Gas
Brian Diaz,520523,165.5,Deceased,Transportation
Anthony Hamilton,517259,173.94,Living,Aerospace
Joe Simpson,516399,183.26,Living,Mining
Steven Scott,515584,150.61,Deceased,Mining
Peter Williams,515299,185.48,Living,Agriculture
Scott Thompson,513950,174.39,Deceased,Construction
Johnny Jones,513331,202.37,Deceased,Food & Beverage
Sean Ramirez,511791,207.56,Deceased,Media
Patrick Phillips,511695,162.17,Living,Automotive
Robert Morris,510864,203.55,Living,Construction
Nicholas Ramos,510446,180.53,Living,Manufacturing
Jordan U. Roberts,508768,160.86,Deceased,Mining
Noah Reed,508594,201.05,Deceased,Insurance
Anthony J. Foster,508323,174.64,Living,Mining
Louis Powell,507002,170.84,Deceased,Banking
Adam Castillo Sr.,505977,158.2,Living,Sports
Randy Reyes,505202,189.9,Deceased,Oil & Gas
Jesse Foster,505160,164.46,Deceased,Technology
Austin Rose,503818,151.38,Living,Energy
Gabriel O. Lewis,503606,198.9,Deceased,Entertainment
Matthew Woods,503511,162.38,Living,Agriculture
Kyle Jones,501486,152.45,Living,Food & Beverage
Wayne H. Cole,500073,184.88,Living,Aerospace
Austin Russell,498244,157.05,Living,Real Estate
James Gibson,497037,200.17,Living,Sports
Anthony Marshall,496811,151.58,Living,Insurance
Steven McDonald,495567,154.24,Living,Transportation
Ryan Gomez,495285,184.77,Deceased,Agriculture
Daniel Fisher,494386,175.27,Deceased,Healthcare
Willie Snyder,492956,202.26,Living,Automotive
Jacob White,491795,152.22,Living,Entertainment
Jerry Y. Alexander,490945,159.05,Living,Investment
Andrew Myers,489234,184.26,Deceased,Finance
Aaron Ruiz,488791,208.21,Deceased,Fashion
Ryan Rodriguez,487446,170.45,Living,Oil & Gas
Louis Smith,486985,179.51,Deceased,Manufacturing
Brian Brooks,486079,150.56,Living,Insurance
Mark A. White,485070,161.09,Living,Telecommunications
Roger Collins,484131,178.85,Deceased,Retail
James Roberts,480666,153.29,Living,Transportation
Eric Cole,479505,209.73,Living,Food & Beverage
Louis Pierce,478366,195.39,Living,Oil & Gas
Randy Reyes,477174,165.14,Deceased,Luxury
Johnny Shaw,475698,176.86,Deceased,Entertainment
Adam Palmer,474139,197.03,Deceased,Banking
Nathan Romero,473431,183.55,Deceased,Mining
Dylan Rivera,471846,180.15,Deceased,Banking
Henry Murray,471193,155.03,Deceased,Mining
Sean Morris,466655,205.1,Living,Aerospace
Eric Ferguson,464342,198.11,Deceased,Luxury
Joe Harper,462428,153.54,Deceased,Pharmaceuticals
Eugene F. Moore,461940,186.73,Deceased,Telecommunications
Wayne Ferguson,461561,161.31,Living,Oil & Gas
Bradley Gomez,460121,165.74,Deceased,Investment
Jeffrey Garcia,458885,202.01,Deceased,Oil & Gas
Samuel Brown,457206,167.93,Living,Sports
Gregory Rogers,457043,180.31,Deceased,Automotive
Austin Myers,456570,188.88,Deceased,Automotive
Christopher Davis IV,456527,198.84,Deceased,Aerospace
Alan Wood,455001,168.1,Living,Retail
Jerry Willis IV,453861,204.26,Deceased,Transportation
Carl Dixon,452852,192.7,Living,Healthcare
Joshua Miller,452322,176.89,Deceased,Luxury
Carl Elliott,452216,181.11,Deceased,Manufacturing
James Lopez,450260,209.55,Deceased,Oil & Gas
Bobby Young,449942,206.61,Living,Aerospace
Gerald Chavez,449505,203.79,Deceased,Mining
Scott Snyder,448886,192.45,Living,Automotive
Roy Campbell,446829,160.47,Living,Automotive
Ryan Adams,446644,199.94,Living,Mining
Roy Edwards,446342,191.61,Living,Manufacturing
Ralph Clark,445418,198.3,Living,Automotive
Ralph Taylor,442301,179.42,Living,Investment
Roy Greene,438984,187.73,Deceased,Technology
Samuel Hughes IV,438722,193.68,Deceased,Insurance
Jeffrey D. Wells,438487,160.88,Deceased,Fashion
Ronald Ortiz,438089,200.01,Deceased,Luxury
Bruce Harper,437217,182.39,Living,Aerospace
Scott Cole,437126,187.14,Living,Mining
Jerry Palmer,436210,173.78,Living,Retail
Nicholas Brown,433626,191.29,Living,Retail
Ryan Wood III,433152,193.16,Deceased,Banking
Jason G. Pierce,433073,166.75,Living,Telecommunications
Austin Vasquez,432075,191.29,Living,Entertainment
Daniel Webb,431731,182.85,Living,Healthcare
Dylan Black,431126,197.83,Living,Manufacturing
Kenneth Moore,431079,187.67,Deceased,Fashion
Lawrence Bailey,430896,169.34,Living,Technology
Martin Gonzales,429845,181.37,Deceased,Retail
Henry Sanchez,428920,181.46,Deceased,Retail
Jerry V. Rivera,428504,193.96,Living,Pharmaceuticals
Brian Cole,425852,154.74,Living,Banking
Andrew Miller,425091,208.55,Deceased,Transportation
Gabriel Harrison,423754,167.06,Living,Sports
Joe Jimenez,421554,150.07,Deceased,Food & Beverage
Jonathan Castillo,421310,192.06,Deceased,Real Estate
Michael Ramos,420710,153.78,Living,Agriculture
Jordan Harrison,419988,153.69,Living,Investment
Ethan Castillo,419650,172.21,Deceased,Retail
Alexander Garcia,417365,175.1,Deceased,Pharmaceuticals
Nathan B. Jordan,417286,202.42,Deceased,Agriculture
Johnny W. Harrison,416376,182.4,Living,Finance
Nicholas Lee,414913,175.72,Living,Healthcare
Ethan Jackson,414864,161.76,Deceased,Manufacturing
Brandon Parker,414227,156.88,Living,Luxury
Paul West,413427,158.94,Living,Entertainment
Jeffrey Sims,412479,192.27,Deceased,Aerospace
Billy Patel,412194,171.16,Deceased,Agriculture
Larry Nguyen,409692,183.28,Deceased,Media
Victor Reynolds,408920,156.37,Deceased,Construction
Richard Ferguson,408155,195.74,Living,Real Estate
John Stevens,407231,187.29,Deceased,Pharmaceuticals
Roger Z. Lopez,406338,194.36,Living,Technology
Jeremy E. Richardson,406179,154.99,Living,Healthcare
Willie Gonzales,404517,170.39,Deceased,Construction
Wayne Black,403713,170.67,Living,Aerospace
Bradley Williams,403532,167.12,Living,Fashion
Justin Sullivan,403518,207.79,Living,Media
Brian Wilson,402260,178.34,Living,Telecommunications
Richard C. Rogers,400257,186.38,Living,Construction
William Reed II,400144,172.14,Deceased,Manufacturing
Brian Scott,397800,194.25,Living,Investment
Jonathan Matthews,397153,182.76,Deceased,Energy
Christopher Carpenter,395633,188.27,Living,Technology
Ryan F. Jackson,394206,154.94,Living,Automotive
Bradley Ruiz,393521,191.75,Living,Media
Eugene Bradley,393471,187.64,Living,Entertainment
Kyle Young,393380,153.36,Deceased,Food & Beverage
Joshua Fisher,390972,196.98,Living,Transportation
Gerald Payne,385048,184.82,Deceased,Agriculture
Louis A. Mendoza,382471,193.82,Deceased,Mining
Arthur Cox,382289,159.54,Deceased,Media
Peter Snyder,382046,202.88,Deceased,Retail
Robert Lewis,380651,174.04,Living,Technology
Noah B. Chavez,379442,155.59,Living,Technology
Billy Gomez,377879,171.22,Deceased,Food & Beverage
Roger Clark,377787,193.0,Deceased,Aerospace
Gerald Pierce,377297,191.27,Deceased,Construction
Nicholas Robinson,376546,176.27,Deceased,Transportation
Peter Nichols,374675,185.96,Living,Investment
Ethan Murphy,373705,195.88,Living,Construction
Bryan Owens,373353,157.79,Deceased,Finance
John Robinson,369071,201.29,Deceased,Construction
Christian Weaver II,368488,164.03,Living,Investment
Walter Williams,365541,201.31,Living,Finance
Peter Harris,364672,177.77,Deceased,Aerospace
Billy Young,362182,183.71,Deceased,Food & Beverage
Thomas Bennett,361225,191.31,Living,Energy
William Scott,361089,155.05,Deceased,Pharmaceuticals
Christian Lawrence IV,359000,166.33,Living,Food & Beverage
Scott Reynolds,357870,180.35,Deceased,Energy
William Peterson,357310,171.11,Deceased,Manufacturing
